date,time,id,line,latitude,longitude,speed
10-03-2014,00:00:06,C474820,360.0,96.35788284285185,52.980015137605484,0.0
10-03-2014,00:01:17,C474820,360.0,95.68341670263922,51.83100632880665,0.0
10-03-2014,00:02:17,C474820,360.0,95.09401264505057,50.95012641512452,0.0
10-03-2014,00:03:17,C474820,360.0,94.4763603585298,49.929948306679556,29.0
10-03-2014,00:04:17,C474820,360.0,94.02248432064572,49.07805530057583,0.0
10-03-2014,00:05:17,C474820,360.0,92.88049412183003,45.70510652688573,3.0
10-03-2014,00:06:17,C474820,360.0,92.49803214585093,43.40950448491648,29.0
10-03-2014,00:07:06,C474820,360.0,92.51009318741595,43.171167689259086,13.0
10-03-2014,00:08:16,C474820,360.0,92.60213797831547,39.53089521232746,0.0
10-03-2014,00:09:06,C474820,360.0,92.64816037376636,36.78035975973081,28.0
10-03-2014,00:10:17,C474820,360.0,90.83329101388973,35.566130408875544,55.0
10-03-2014,00:11:17,C474820,360.0,89.14791915293404,35.850363141536135,21.0
10-03-2014,00:12:17,C474820,360.0,88.16716603610689,35.97919384189288,42.0
10-03-2014,00:13:17,C474820,360.0,87.08833760759659,36.10480377473741,12.0
10-03-2014,00:14:16,C474820,360.0,85.60641647411266,36.250543504516074,53.0
10-03-2014,00:15:16,C474820,360.0,84.34698981794108,35.87451889785196,54.0
10-03-2014,00:16:16,C474820,360.0,83.08788055760165,35.43810490039686,14.0
10-03-2014,00:17:06,C474820,360.0,82.51022014574812,35.243248466108504,15.0
10-03-2014,00:18:16,C474820,360.0,81.243810781301,33.88569496110873,18.0
10-03-2014,00:19:16,C474820,360.0,79.9821623543157,32.29463581171415,39.0
10-03-2014,00:20:16,C474820,360.0,79.43751110885387,29.631866273730772,35.0
10-03-2014,00:21:16,C474820,360.0,78.82239798898124,27.983638501054575,43.0
10-03-2014,00:21:26,C474820,360.0,78.43961861716998,27.43530283266467,54.0
10-03-2014,00:23:17,C474820,360.0,74.99016072924813,25.624426300785007,45.0
10-03-2014,00:24:17,C474820,360.0,72.64968387375252,26.225099441196807,48.0
10-03-2014,00:25:17,C474820,360.0,73.326689180611,29.93542361144459,27.0
10-03-2014,00:26:17,C474820,360.0,73.05182439123423,31.288951157059824,0.0
10-03-2014,00:26:37,C474820,360.0,72.98167991265329,31.25191233070662,19.0
10-03-2014,00:28:17,C474820,360.0,69.2922707767302,26.62125384478935,57.0
10-03-2014,00:29:17,C474820,360.0,66.9457634004532,24.772533294684152,26.0
10-03-2014,00:29:47,C474820,360.0,66.16496965695781,22.956825611541902,46.0
10-03-2014,00:31:17,C474820,360.0,62.812317497397316,18.215855838445925,62.0
10-03-2014,00:32:07,C474820,360.0,60.439148871339896,14.740647696346187,63.0
10-03-2014,00:33:07,C474820,360.0,57.56735139527156,17.181184276213187,66.0
10-03-2014,00:34:07,C474820,360.0,56.66531244445486,19.18369647486899,48.0
10-03-2014,00:35:07,C474820,360.0,54.83108193890778,19.687746590011805,53.0
10-03-2014,00:36:07,C474820,360.0,52.0256201914527,21.331948403303468,0.0
10-03-2014,00:37:07,C474820,360.0,50.624634994795194,22.79256646858806,19.0
10-03-2014,00:37:37,C474820,360.0,50.20821166493248,23.18469491279606,36.0
10-03-2014,00:39:17,C474820,360.0,46.26107711449162,24.98268837463833,61.0
10-03-2014,00:40:17,C474820,360.0,43.67017494858143,25.126817720660892,10.0
10-03-2014,00:41:17,C474820,360.0,42.369804230250686,25.165466930767344,15.0
10-03-2014,00:42:17,C474820,360.0,40.23499987304283,25.44808927967469,0.0
10-03-2014,00:43:17,C474820,360.0,38.74482644795928,25.403803726427597,67.0
10-03-2014,00:43:37,C474820,360.0,37.88024020516397,26.66634458991449,50.0
10-03-2014,00:45:17,C474820,360.0,33.170403473580876,24.99637663655091,60.0
