date,time,id,line,latitude,longitude,speed
10-03-2014,00:46:18,D863340,864.0,62.158926549695494,82.03630859502803,0.19
10-03-2014,00:46:53,D863340,864.0,62.158926549695494,82.05032375008018,0.56
10-03-2014,00:47:28,D863340,864.0,62.15513458756979,82.06247021779646,0.0
10-03-2014,01:16:17,D863340,864.0,62.1713858538156,82.08956618423281,0.0
10-03-2014,01:17:27,D863340,864.0,62.1713858538156,82.08956618423281,0.0
10-03-2014,01:44:31,D863340,864.0,62.1713858538156,82.08956618423281,0.0
10-03-2014,01:46:18,D863340,864.0,62.144842118951175,82.10358133928827,0.0
10-03-2014,01:47:28,D863340,864.0,62.144842118951175,82.10358133928827,0.0
10-03-2014,02:14:32,D863340,864.0,62.144842118951175,82.10358133928827,0.0
10-03-2014,02:16:18,D863340,864.0,62.15080091657066,82.17178842721977,0.0
10-03-2014,02:17:28,D863340,864.0,62.15080091657066,82.1643136778564,0.0
10-03-2014,02:44:32,D863340,864.0,62.15080091657066,82.1643136778564,0.0
10-03-2014,02:46:19,D863340,864.0,62.123715472832785,82.12320255636459,0.0
10-03-2014,02:46:54,D863340,864.0,62.123715472832785,82.12320255636459,0.0
10-03-2014,02:47:29,D863340,864.0,62.123715472832785,82.12320255636459,0.0
10-03-2014,03:14:33,D863340,864.0,62.123715472832785,82.12320255636459,0.0
10-03-2014,03:16:21,D863340,864.0,62.119923510707096,82.11479346332999,0.0
10-03-2014,03:16:56,D863340,864.0,62.119923510707096,82.1194651816829,0.0
10-03-2014,03:17:31,D863340,864.0,62.119923510707096,82.12320255636459,0.0
10-03-2014,03:44:34,D863340,864.0,62.119923510707096,82.12320255636459,0.0
10-03-2014,03:46:22,D863340,864.0,62.12804914383192,82.07368234183818,0.0
10-03-2014,03:46:57,D863340,864.0,62.12804914383192,82.07368234183818,0.0
10-03-2014,03:47:32,D863340,864.0,62.12804914383192,82.0764853728486,0.0
10-03-2014,04:14:35,D863340,864.0,62.12804914383192,82.0764853728486,0.0
10-03-2014,04:16:58,D863340,864.0,62.1903456644325,82.05032375008018,0.0
10-03-2014,04:17:33,D863340,864.0,62.186011993437205,82.05032375008018,0.0
10-03-2014,04:44:36,D863340,864.0,62.186011993437205,82.05032375008018,0.0
10-03-2014,04:46:24,D863340,864.0,62.11342300421031,82.09984396460659,0.0
10-03-2014,04:46:59,D863340,864.0,62.11342300421031,82.09984396460659,0.0
10-03-2014,04:47:34,D863340,864.0,62.11342300421031,82.09984396460659,0.0
10-03-2014,05:10:48,D863340,864.0,62.1713858538156,82.01295000327003,16.11
10-03-2014,05:11:58,D863340,864.0,62.73963846349911,83.36868266885853,15.19
10-03-2014,05:13:08,D863340,864.0,61.75806198233106,82.53337942762144,59.82
10-03-2014,05:14:18,D863340,864.0,57.14974458426628,77.20948919431368,54.08
10-03-2014,05:16:02,D863340,864.0,52.38053965038305,76.48443850617113,40.0
10-03-2014,05:18:23,D863340,864.0,49.70883147978609,74.88390779896761,0.0
10-03-2014,05:20:08,D863340,864.0,49.74783451877448,75.066104814672,0.0
10-03-2014,05:21:18,D863340,864.0,49.75433502527126,75.20345333420623,1.48
10-03-2014,05:22:27,D863340,864.0,49.78954610213396,75.37070085118724,0.19
10-03-2014,05:24:11,D863340,864.0,49.83288281212149,75.51178674539982,0.0
10-03-2014,05:25:22,D863340,864.0,49.82854914112236,75.5155241200815,0.0
10-03-2014,05:27:07,D863340,864.0,50.026814589305005,75.74350397563062,0.37
10-03-2014,05:28:19,D863340,864.0,50.723452202319194,75.86403430909895,39.63
10-03-2014,05:28:53,D863340,864.0,53.22398036847139,76.53489306436548,26.48
10-03-2014,05:30:02,D863340,864.0,55.48453150308145,75.33706447905544,58.71
10-03-2014,05:31:12,D863340,864.0,59.05926836799623,79.96673736533872,58.34
10-03-2014,05:32:20,D863340,864.0,62.42382218948169,83.4920160333373,19.08
10-03-2014,05:32:57,D863340,864.0,63.87451855623808,83.91807674698877,50.93
10-03-2014,05:33:32,D863340,864.0,65.2629184023939,85.004718435533,54.63
10-03-2014,05:39:39,D863340,864.0,82.32349770586185,93.63898829267443,0.0
10-03-2014,06:15:58,D863340,864.0,52.04197160362305,76.27607986769831,58.52
10-03-2014,06:17:07,D863340,864.0,52.89732991695805,74.96426135461206,20.37
10-03-2014,06:19:28,D863340,864.0,58.121028596811854,78.40731777962701,37.97
10-03-2014,06:20:03,D863340,864.0,60.129685104633126,81.49906098461074,50.74
10-03-2014,06:22:23,D863340,864.0,67.76561340404372,86.84070374765233,51.3
10-03-2014,06:22:58,D863340,864.0,68.78402608869867,88.48047688900849,36.11
10-03-2014,06:24:08,D863340,864.0,72.12962009956723,93.41100843712196,57.97
10-03-2014,06:25:18,D863340,864.0,75.17131543166121,94.92744821400268,40.37
10-03-2014,06:26:27,D863340,864.0,78.21355247263247,96.12901417399438,3.7
10-03-2014,06:27:03,D863340,864.0,79.84572131245226,95.00219570762295,27.97
10-03-2014,06:27:38,D863340,864.0,80.18483106808955,94.46775112821942,16.3
10-03-2014,06:29:23,D863340,864.0,85.13605018390962,92.68408906163693,48.71
10-03-2014,06:29:57,D863340,864.0,87.3884756853987,93.3044932587091,0.19
10-03-2014,06:31:08,D863340,864.0,87.59486676670232,93.42502359217744,23.89
10-03-2014,06:32:18,D863340,864.0,89.30612510224964,93.68383678884791,35.19
10-03-2014,06:33:28,D863340,864.0,92.0650484016874,95.42171601558566,56.86
10-03-2014,06:34:03,D863340,864.0,93.74488762249383,95.49833219654843,51.86
