id,date,time,latitude,longitude
C30011,10-03-2014,05:01:13,-22.916025,-43.361404
C30011,10-03-2014,05:02:13,-22.916025,-43.361404
C30011,10-03-2014,05:03:13,-22.916025,-43.361404
C30011,10-03-2014,05:04:03,-22.916136,-43.361408
C30011,10-03-2014,05:05:13,-22.914883,-43.360695
C30011,10-03-2014,05:06:13,-22.914883,-43.360695
C30011,10-03-2014,05:07:13,-22.916445,-43.362186
C30011,10-03-2014,05:08:13,-22.916445,-43.362186
C30011,10-03-2014,05:09:13,-22.917557,-43.361248
C30011,10-03-2014,05:11:13,-22.924984,-43.35957
C30011,10-03-2014,05:12:13,-22.927864,-43.358452
C30011,10-03-2014,05:13:13,-22.929146,-43.354015
C30011,10-03-2014,05:14:13,-22.932421,-43.353027
C30011,10-03-2014,05:16:13,-22.937651,-43.35033
C30011,10-03-2014,05:18:13,-22.940741,-43.343967
C30011,10-03-2014,05:20:13,-22.949602,-43.348473
C30011,10-03-2014,05:21:13,-22.951756,-43.35022
C30011,10-03-2014,05:22:23,-22.953144,-43.355091
C30011,10-03-2014,05:24:13,-22.959785,-43.357616
C30011,10-03-2014,05:25:13,-22.963566,-43.357342
C30011,10-03-2014,05:27:13,-22.974186,-43.364017
C30011,10-03-2014,05:28:13,-22.983412,-43.366066
C30011,10-03-2014,05:29:13,-22.989176,-43.366123
C30011,10-03-2014,05:30:13,-22.995295,-43.366188
C30011,10-03-2014,05:31:13,-23.002254,-43.367229
C30011,10-03-2014,05:32:13,-23.001326,-43.364517
C30011,10-03-2014,05:32:43,-23.001268,-43.36541
C30011,10-03-2014,05:35:13,-23.001268,-43.36541
C30011,10-03-2014,05:36:13,-23.001331,-43.365833
C30011,10-03-2014,05:37:13,-23.001032,-43.366192
C30011,10-03-2014,05:38:13,-23.001032,-43.366192
C30011,10-03-2014,05:39:13,-23.001339,-43.366917
C30011,10-03-2014,05:40:07,-23.00205,-43.364693
C30011,10-03-2014,05:41:07,-22.994287,-43.365559
C30011,10-03-2014,05:42:07,-22.985884,-43.365372
C30011,10-03-2014,05:43:08,-22.979567,-43.365307
C30011,10-03-2014,05:44:08,-22.970499,-43.360184
C30011,10-03-2014,05:45:08,-22.962429,-43.356991
C30011,10-03-2014,05:46:08,-22.95771,-43.356628
C30011,10-03-2014,05:47:08,-22.953964,-43.354778
C30011,10-03-2014,05:48:08,-22.952662,-43.352032
C30011,10-03-2014,05:49:08,-22.951653,-43.349686
C30011,10-03-2014,05:50:08,-22.951588,-43.349556
C30011,10-03-2014,05:51:08,-22.949896,-43.348484
C30011,10-03-2014,05:52:08,-22.947697,-43.347881
C30011,10-03-2014,05:53:08,-22.941824,-43.344715
C30011,10-03-2014,05:54:08,-22.938421,-43.348228
C30011,10-03-2014,05:55:08,-22.936474,-43.351528
C30011,10-03-2014,05:56:08,-22.933441,-43.352551
C30011,10-03-2014,05:57:08,-22.929173,-43.353859
C30011,10-03-2014,05:58:08,-22.92906,-43.353931
C30011,10-03-2014,05:59:08,-22.927889,-43.355598
C30011,10-03-2014,06:00:18,-22.924513,-43.361225
C30011,10-03-2014,06:01:18,-22.922401,-43.360752
C30011,10-03-2014,06:02:18,-22.918764,-43.360668
C30011,10-03-2014,06:03:18,-22.915874,-43.360813
C30011,10-03-2014,06:04:18,-22.91526,-43.360764
C30011,10-03-2014,06:05:18,-22.915245,-43.360771
C30011,10-03-2014,06:06:18,-22.915976,-43.361435
C30011,10-03-2014,06:07:18,-22.915976,-43.361435
C30011,10-03-2014,06:08:18,-22.915976,-43.361435
C30011,10-03-2014,06:09:18,-22.915976,-43.361435
C30011,10-03-2014,06:10:18,-22.915976,-43.361435
C30011,10-03-2014,06:11:18,-22.915014,-43.36068
C30011,10-03-2014,06:12:18,-22.914808,-43.360676
C30011,10-03-2014,06:13:18,-22.915545,-43.361687
C30011,10-03-2014,06:14:18,-22.915648,-43.361774
C30011,10-03-2014,06:16:18,-22.916105,-43.362091
C30011,10-03-2014,06:17:18,-22.916983,-43.361519
C30011,10-03-2014,06:18:48,-22.92021,-43.360256
C30011,10-03-2014,06:19:48,-22.92384,-43.361534
C30011,10-03-2014,06:22:18,-22.927441,-43.359657
C30011,10-03-2014,06:23:19,-22.928194,-43.357361
C30011,10-03-2014,06:24:18,-22.928394,-43.356697
C30011,10-03-2014,06:25:09,-22.928764,-43.355095
C30011,10-03-2014,06:26:19,-22.932373,-43.353035
C30011,10-03-2014,06:27:19,-22.934547,-43.352543
