id,date,time,latitude,longitude
C13062,10-03-2014,00:00:06,-22.880789,-43.358433
C13062,10-03-2014,00:01:06,-22.880789,-43.358433
C13062,10-03-2014,00:02:06,-22.880789,-43.358433
C13062,10-03-2014,00:03:06,-22.880789,-43.358433
C13062,10-03-2014,00:04:06,-22.880789,-43.358433
C13062,10-03-2014,00:05:06,-22.880789,-43.358433
C13062,10-03-2014,00:06:06,-22.880789,-43.358433
C13062,10-03-2014,00:07:06,-22.880789,-43.358433
C13062,10-03-2014,00:08:06,-22.880789,-43.358433
C13062,10-03-2014,00:09:06,-22.880789,-43.358433
C13062,10-03-2014,00:10:06,-22.880789,-43.358433
C13062,10-03-2014,00:11:05,-22.880789,-43.358433
C13062,10-03-2014,00:12:05,-22.880789,-43.358433
C13062,10-03-2014,00:13:05,-22.880789,-43.358433
C13062,10-03-2014,00:14:05,-22.880789,-43.358433
C13062,10-03-2014,00:15:05,-22.880789,-43.358433
C13062,10-03-2014,00:16:05,-22.880789,-43.358433
C13062,10-03-2014,00:17:05,-22.880789,-43.358433
C13062,10-03-2014,00:18:05,-22.880789,-43.358433
C13062,10-03-2014,00:19:05,-22.880789,-43.358433
C13062,10-03-2014,00:20:05,-22.880789,-43.358433
C13062,10-03-2014,00:21:05,-22.880789,-43.358433
C13062,10-03-2014,00:22:05,-22.880789,-43.358433
C13062,10-03-2014,00:23:05,-22.880789,-43.358433
C13062,10-03-2014,00:23:35,-22.880789,-43.358433
C13062,10-03-2014,00:24:35,-22.880789,-43.358433
C13062,10-03-2014,00:26:05,-22.880789,-43.358433
C13062,10-03-2014,00:27:05,-22.880789,-43.358433
C13062,10-03-2014,00:28:05,-22.880789,-43.358433
C13062,10-03-2014,00:29:05,-22.880789,-43.358433
C13062,10-03-2014,00:30:05,-22.880789,-43.358433
C13062,10-03-2014,00:31:05,-22.880789,-43.358433
C13062,10-03-2014,00:32:05,-22.880789,-43.358433
C13062,10-03-2014,00:33:05,-22.880789,-43.358433
C13062,10-03-2014,00:34:05,-22.880789,-43.358433
C13062,10-03-2014,00:35:05,-22.880789,-43.358433
C13062,10-03-2014,00:36:05,-22.880789,-43.358433
C13062,10-03-2014,00:37:05,-22.880789,-43.358433
C13062,10-03-2014,00:38:05,-22.880789,-43.358433
C13062,10-03-2014,00:39:05,-22.880789,-43.358433
C13062,10-03-2014,00:40:05,-22.880789,-43.358433
C13062,10-03-2014,00:41:04,-22.880789,-43.358433
C13062,10-03-2014,00:42:04,-22.880789,-43.358433
C13062,10-03-2014,00:43:04,-22.880789,-43.358433
C13062,10-03-2014,00:44:04,-22.880789,-43.358433
C13062,10-03-2014,00:45:04,-22.880789,-43.358433
C13062,10-03-2014,00:46:04,-22.880789,-43.358433
C13062,10-03-2014,00:47:04,-22.880789,-43.358433
C13062,10-03-2014,00:48:04,-22.880789,-43.358433
C13062,10-03-2014,00:49:04,-22.880789,-43.358433
C13062,10-03-2014,00:50:04,-22.880789,-43.358433
C13062,10-03-2014,00:51:04,-22.880789,-43.358433
C13062,10-03-2014,00:51:34,-22.880789,-43.358433
C13062,10-03-2014,00:53:04,-22.880789,-43.358433
C13062,10-03-2014,00:54:04,-22.880789,-43.358433
C13062,10-03-2014,00:55:04,-22.880789,-43.358433
C13062,10-03-2014,00:56:04,-22.880789,-43.358433
C13062,10-03-2014,00:57:04,-22.880789,-43.358433
C13062,10-03-2014,00:58:04,-22.880789,-43.358433
C13062,10-03-2014,00:59:04,-22.880789,-43.358433
C13062,10-03-2014,01:00:04,-22.880789,-43.358433
C13062,10-03-2014,01:01:04,-22.880789,-43.358433
C13062,10-03-2014,01:02:04,-22.880789,-43.358433
